blur_score,brightness,contrast,unique_id,dataset,split
324.25677185185697,75.10907605229592,39.430647334201254,20051116_43801_0400_PP,Messidor,train
514.5802778456919,87.03673070790816,45.3666028400483,20060523_50616_0100_PP,Messidor,train
370.72388323045493,78.7582708864796,41.36903219232109,20051213_62705_0100_PP,Messidor,train
273.6508589700478,85.7661431760204,35.372689449365964,IDRiD_011_train,IDRiD,train
424.68862163181456,99.2689134247449,50.38239269907715,20060412_51932_0200_PP,Messidor,train
315.9537324818012,72.49764827806122,36.807422979202364,20051205_58125_0400_PP,Messidor,train
313.38173645191125,67.14038584183673,33.24304064489232,IDRiD_159_train,IDRiD,train
232.61599027132408,85.29781170280613,44.46610204975944,49eb73968c44,APTOS,train
425.6425568951214,70.72484853316327,39.12461878635945,IM003175,Messidor,train
126.34712577034962,65.85108418367346,32.21728464577663,b085caa513a8,APTOS,train
429.8589112243271,72.97630341198979,38.32995907395085,IM003124,Messidor,train
435.93080900153336,88.20577566964286,45.07692510168044,763ad1236efe,APTOS,train
364.8870463452702,78.72006536989795,40.96690018585203,20051216_45375_0200_PP,Messidor,train
281.54398408188314,67.95192920918367,39.11078394794778,a419fcb2dfb5,APTOS,train
408.8549575039071,95.61654974489795,49.35945821033369,20060411_58718_0200_PP,Messidor,train
583.9466764453251,92.03278459821429,48.57410523688782,20060523_50730_0100_PP,Messidor,train
334.0404058183943,69.13016183035714,35.82305616080535,IM000319,Messidor,train
389.71544917590023,89.4383769132653,43.972211160924076,3323fd59782e,APTOS,train
377.9119866040288,88.1690449617347,44.562932061475806,20060523_49176_0100_PP,Messidor,train
392.5118081530944,105.75109614158163,53.50141191597838,20060412_61790_0200_PP,Messidor,train
235.28921662226958,65.31999362244898,29.594713412867428,IDRiD_171_train,IDRiD,train
745.9646309400191,95.61551339285714,50.676860421362676,20060412_61593_0200_PP,Messidor,train
326.7848652192624,66.31331712372449,36.340803030114834,IM002997,Messidor,train
527.6678617633119,86.82623166454081,45.471679396193785,20051130_55160_0400_PP,Messidor,train
412.82736089397395,114.54791135204081,47.81174236200895,6987804eb464,APTOS,train
516.0621249791931,90.30596301020408,46.118248387601064,780f9daaa24b,APTOS,train
373.36618832417804,73.85487085459184,38.84781545539148,0c38940e1f80,APTOS,train
225.82531852674506,64.0756536989796,33.55554478516263,IM000066,Messidor,train
593.1581026623022,110.6143574617347,46.24820817873266,IDRiD_303_train,IDRiD,train
585.7192719029367,92.94758450255102,48.20595830600001,20060410_46893_0200_PP,Messidor,train
510.3868938225203,101.93843670280613,52.248433591816394,20060412_58945_0200_PP,Messidor,train
425.01317665230374,69.00253109056122,36.61547778548918,20051020_63936_0100_PP,Messidor,train
617.6165332150726,95.81716358418367,49.972348591783486,20060411_58736_0200_PP,Messidor,train
347.97178313673555,93.57788584183673,39.91167245327588,IDRiD_129_train,IDRiD,train
382.33823389333776,94.35373485331633,45.723124180475594,ab78a66dee6a,APTOS,train
439.00162674793836,84.27313855229592,42.69750020036989,e150935f66a6,APTOS,train
216.22734055207303,64.40194515306122,30.66152015089644,10a5026eb8e6,APTOS,train
281.77056999,89.36750637755102,36.09692543413016,IDRiD_031_test,IDRiD,train
428.4496239718176,99.64610570790816,47.95609749272568,780f9c237c56,APTOS,train
315.5267076154691,69.47331393494898,38.49141064117161,IM003925,Messidor,train
660.6895714584662,83.84149792729592,47.7427684517091,e33766353db2,APTOS,train
223.38253894759833,75.12262834821429,37.89256062744092,IM002486,Messidor,train
444.83214314527095,65.7680365114796,35.78341389526637,IM001102,Messidor,train
463.714635852971,86.1669921875,43.73719741898447,8d4d14a4ab07,APTOS,train
384.09488359862,95.43227838010205,37.66463379497735,IDRiD_047_test,IDRiD,train
275.5281915565373,85.0731425382653,36.517030194663604,IDRiD_278_train,IDRiD,train
314.03606250990134,83.03220663265306,43.18224534296896,20051109_59751_0400_PP,Messidor,train
447.1361559093719,93.89845742984694,47.850040626175016,002c21358ce6,APTOS,train
425.3016615692449,106.81812021683673,54.34743395881485,20060412_62936_0200_PP,Messidor,train
237.15199212896877,81.42837213010205,39.81541648878352,IM000327,Messidor,train
263.5449154117811,66.62673389668367,35.163628222126356,20051116_54454_0400_PP,Messidor,train
330.8216717774448,62.976004464285715,33.74042791950492,20051020_64703_0100_PP,Messidor,train
362.581786254206,82.91382334183673,41.49493255635617,IM001199,Messidor,train
442.52127846714257,81.69895966198979,43.08271269135996,IM003694,Messidor,train
378.6722346762229,88.68612484056122,43.34509509984544,789f0ec1eab8,APTOS,train
459.00274253378103,104.65794403698979,47.192386871373685,IDRiD_181_train,IDRiD,train
311.89862680812524,73.59193638392857,38.106491172929246,IM003382,Messidor,train
470.8500548922386,90.1171875,44.745182493488144,958c1fa044ba,APTOS,train
656.8892250045146,79.19304049744898,42.73136589313973,20051020_64388_0100_PP,Messidor,train
403.8708250466012,103.53663105867346,39.7525230315602,IDRiD_019_test,IDRiD,train
278.88726440423335,66.28856425382654,32.81503600445548,IM002636,Messidor,train
316.3865062947176,79.34685905612245,39.9454609814072,20051205_59351_0400_PP,Messidor,train
489.82776605263695,89.62107382015306,46.079905279097346,d1b279cc02ae,APTOS,train
553.958231627668,100.91326530612245,41.74423606476879,10eefba568dd,APTOS,train
392.0428960177363,77.65925940688776,38.737882650677285,IM002322,Messidor,train
145.22264644038128,92.2045599489796,37.6396634962366,IDRiD_061_test,IDRiD,train
695.8885614457898,74.68969228316327,41.47557527034527,20051214_56438_0100_PP,Messidor,train
402.26062445737875,82.40846221301021,44.33770744678986,d2cd47ed2c1d,APTOS,train
318.45043771776346,63.61415816326531,34.21902231220298,beeca5f14618,APTOS,train
443.2716724148694,75.36108896683673,40.136733124959896,20051021_51561_0100_PP,Messidor,train
280.0085494590769,77.86441725127551,38.726194812704804,20051130_59993_0400_PP,Messidor,train
459.03271165186044,88.2710259885204,45.76752865994964,20060407_45477_0200_PP,Messidor,train
594.0086535557465,88.96886957908163,38.91303480875008,IDRiD_281_train,IDRiD,train
183.6597006089585,68.55749760841837,37.306178563507025,5056fa7d505f,APTOS,train
247.93486996562913,80.23214285714286,41.42195577180941,20051130_59749_0400_PP,Messidor,train
89.91347740233712,77.4536431760204,34.02379382429202,IDRiD_090_train,IDRiD,train
530.7925342065698,84.59793526785714,44.888034946114715,IM004423,Messidor,train
346.6292099319166,85.09207589285714,34.78706941793341,IDRiD_042_train,IDRiD,train
763.4402591652891,96.87213010204081,44.15537495944977,IDRiD_222_train,IDRiD,train
268.15037548973976,67.69092793367346,32.76278452805555,6daef3e5ca22,APTOS,train
493.368555349392,77.65206473214286,41.26661397850461,IM004406,Messidor,train
481.7922646400582,89.60630580357143,45.97102565089237,IM002027,Messidor,train
452.19586275061783,95.83292809311224,48.359433971438065,201f6e10c108,APTOS,train
397.53941430850904,86.88028140943878,44.35792011285483,1409ab48175a,APTOS,train
212.2149364704988,104.30408960459184,43.858977384090885,IDRiD_237_train,IDRiD,train
723.3095665943221,106.16390306122449,46.9117007816312,IDRiD_316_train,IDRiD,train
560.2642518547563,102.00749362244898,43.51826637835847,IDRiD_018_test,IDRiD,train
738.3267918796847,91.68333466198979,43.28605580600985,IDRiD_221_train,IDRiD,train
615.2654865329238,89.31451291454081,47.77277129088845,20060523_50707_0100_PP,Messidor,train
350.90767072568775,72.47488839285714,37.84129984552623,20051205_58177_0400_PP,Messidor,train
325.9050897838969,96.8778300382653,25.248802246252154,3b185ac445d0,APTOS,train
354.97373604248185,105.1571269132653,51.43593410749608,35362d43e753,APTOS,train
234.78596687714094,82.43082350127551,33.432899469055066,IDRiD_100_test,IDRiD,train
473.40137341517993,99.34620137117346,50.52601282762456,20060530_53742_0100_PP,Messidor,train
545.0369167478817,93.55909199617346,48.403508644310755,20060523_43333_0100_PP,Messidor,train
572.4445323634277,96.31407445790816,49.50094967841775,20051214_51071_0100_PP,Messidor,train
499.4764600286678,97.31411431760205,49.78510225292812,20060410_41767_0200_PP,Messidor,train
539.3722514284,74.76163903061224,46.00228433760507,IDRiD_184_train,IDRiD,train
341.7436336559437,93.70244738520408,46.63631141588809,64b9206afb3f,APTOS,train
207.53943984362547,58.45332429846939,30.64565977362079,6f3b62e5b7f5,APTOS,train
318.1496444997664,61.829799107142854,33.646635959267286,20051020_64653_0100_PP,Messidor,train
266.6402833311819,99.22277582908163,46.054764906696676,IDRiD_022_train,IDRiD,train
1053.244792326149,108.84937021683673,48.84160993182145,IDRiD_195_train,IDRiD,train
381.0227775510179,104.22977120535714,43.19530786425572,IDRiD_128_train,IDRiD,train
442.0241802363334,97.40752551020408,50.1972525990641,20060530_53522_0100_PP,Messidor,train
253.29610597069487,64.88771524234694,31.259699192411233,IM001643,Messidor,train
413.0425114804434,102.29470264668367,51.86851240166838,529906ff9dfa,APTOS,train
183.65017983636375,64.67227359693878,35.16543980429118,1d11794057ff,APTOS,train
573.6253739833236,91.11212531887755,49.53870577837122,20051216_47024_0200_PP,Messidor,train
465.8050186748258,87.08404416454081,44.740536572086995,20060530_55746_0100_PP,Messidor,train
350.9828409467424,96.02576929209184,49.454416498737245,6966abf40b8c,APTOS,train
327.4278386249884,93.67143654336735,45.27483993209025,6b3860e8f64f,APTOS,train
364.6140075895698,93.17956792091837,48.90179551440515,83038ca49b6d,APTOS,train
458.76363370856467,75.53740832270408,39.71367793863106,20051021_40074_0100_PP,Messidor,train
578.7507013827749,99.65369897959184,51.28035256335151,20060407_44510_0200_PP,Messidor,train
520.1384761763433,94.46992586096938,40.013443068029105,709784f7fcc2,APTOS,train
471.2633441748692,86.65272241709184,43.383981328825136,415f2d2bd2a1,APTOS,train
280.85706468484443,90.45372289540816,49.51160154459986,ab1c20a94f3f,APTOS,train
405.94747814065664,80.51072225765306,41.35110768736391,IM001513,Messidor,train
1038.4510644752254,100.04364636479592,45.81208158864467,IDRiD_305_train,IDRiD,train
290.809049889526,82.6317362882653,40.994784664896976,5b32ece9c627,APTOS,train
508.57502430570656,79.64313616071429,42.102692534707906,20051214_52204_0100_PP,Messidor,train
314.9311494517455,64.13177614795919,36.04348797871578,e68746d426b2,APTOS,train
330.34544434203843,74.48660714285714,38.17741070708167,20051110_33960_0400_PP,Messidor,train
282.94160484781065,75.85622608418367,39.207635686039424,IM001329,Messidor,train
196.04423904538103,65.39048549107143,36.24326726977937,IM004765,Messidor,train
82.81065639859685,55.876534598214285,29.64366397481863,76cab26493f1,APTOS,train
553.3271415167081,83.16531808035714,44.678825618808844,20060523_45662_0100_PP,Messidor,train
213.5312819852277,92.55155851403062,38.7321903552727,IDRiD_133_train,IDRiD,train
609.3533342592619,106.68516820790816,55.15674405061807,20060412_60773_0200_PP,Messidor,train
344.99352928202933,86.07318239795919,44.00815582256266,IM001597,Messidor,train
469.98671655325234,107.78573421556122,44.42155178699513,IDRiD_380_train,IDRiD,train
454.8501032472203,104.76682079081633,38.927125066116005,07f5d7baf907,APTOS,train
529.8278112824586,91.06014827806122,45.447813547276546,10bf25731c08,APTOS,train
611.4291098867541,97.44668765943878,55.98671436063145,b9519abce0c1,APTOS,train
377.684789590069,90.11983816964286,43.82652936977883,bc7bf19b84e3,APTOS,train
311.54846404781443,103.93459024234694,41.727811426386275,IDRiD_027_test,IDRiD,train
432.1703458318905,94.01167889030613,47.855161613642125,20060412_63088_0200_PP,Messidor,train
244.29989935427295,80.48114636479592,40.75908948207488,IM001854,Messidor,train
414.2776589669668,91.83510044642857,45.648863626824216,57a710de68a4,APTOS,train
494.8163032944825,87.60365513392857,38.57451854191781,IDRiD_084_test,IDRiD,train
236.65512583048232,60.9455715880102,33.43894009034333,0cecc2864b7f,APTOS,train
548.3239030941286,103.28471779336735,44.336934962281376,IDRiD_266_train,IDRiD,train
370.1269976458218,83.40718670280613,42.23389355903798,c6f5b5b5be41,APTOS,train
413.44458724041374,81.15238360969387,41.93419297038317,IM001401,Messidor,train
512.8048766413017,83.22299505739795,42.46818566236496,35beb47fe159,APTOS,train
327.69467474489795,85.86102917729592,35.276630903583055,IDRiD_038_test,IDRiD,train
348.625654300418,96.19302056760205,47.72600001804543,61c667663f2f,APTOS,train
422.62674934573096,78.04902742346938,40.79812732138138,20060529_56968_0100_PP,Messidor,train
462.61430439438635,93.9149394132653,46.83234389115541,15b21c80cc31,APTOS,train
352.82955628839545,77.68953284438776,40.20606587608418,IM000412,Messidor,train
335.29015034449594,68.14281728316327,35.435974914585024,IM001673,Messidor,train
449.19362710565883,71.30522560586735,38.73152036056024,IM004538,Messidor,train
455.90220240442414,66.88679846938776,39.0678815209619,20060530_55468_0100_PP,Messidor,train
244.5293300804224,98.70493861607143,37.817801064207984,IDRiD_085_test,IDRiD,train
245.63367375251107,72.42747528698979,35.36176976471969,IM000101,Messidor,train
497.73694110403255,89.82079081632654,46.13820744982712,20060412_58314_0200_PP,Messidor,train
465.57855855043306,94.60921556122449,24.834062455790942,06024377d573,APTOS,train
318.19170013739136,74.552734375,38.016377353492565,IM001461,Messidor,train
535.9120886662463,76.25544084821429,43.199205745543146,IM002070,Messidor,train
475.74804054365114,82.91019610969387,43.3295534498314,7eeb191ad06b,APTOS,train
400.26348803233026,94.37151227678571,34.152727472906996,01eb826f6467,APTOS,train
629.273218246263,100.27325813137755,52.10225424218572,20060407_45107_0200_PP,Messidor,train
376.7077611929574,72.02074697066327,40.444729890418,658ad9f09f5d,APTOS,train
256.7425285809639,74.63849250637755,36.4941345885403,IM001630,Messidor,train
527.6424765930429,89.99158960459184,48.65351774495989,IM003146,Messidor,train
279.7178567948316,92.12115353954081,42.470525143582144,e34fa07bd64d,APTOS,train
366.9014693402787,91.73122608418367,50.872115783414756,20060412_61501_0200_PP,Messidor,train
372.35270556188135,68.93339445153062,35.07936104540638,a9bc2f892cb3,APTOS,train
210.11929205585054,78.52871890943878,42.01418210851188,IM002982,Messidor,train
201.3284914107285,80.9989237882653,45.24793736619758,51e656e5a541,APTOS,train
584.0661644572172,86.95752949617346,45.79347835385324,20051214_51308_0100_PP,Messidor,train
236.26911958641236,67.26171875,35.36579279264104,IM003406,Messidor,train
703.6483711515154,110.15013153698979,40.12745956801365,17eff993386f,APTOS,train
710.010977830851,93.55127949617346,50.34964642662073,20060523_43174_0100_PP,Messidor,train
351.44010938003333,79.86403858418367,40.36504902191844,IM002414,Messidor,train
381.19835921815417,70.49473852040816,38.86596133679391,IM003773,Messidor,train
346.23883796224794,86.50583944515306,40.07218014424877,IDRiD_271_train,IDRiD,train
155.01955327546779,66.25322863520408,35.368316595746904,IM000356,Messidor,train
379.9677807106072,87.55464764030613,43.6211089164374,0daddc45d832,APTOS,train
402.14196333593253,81.96213329081633,42.37696449726717,IM000108,Messidor,train
563.8533485536524,75.20806760204081,39.78477948331807,20051205_59379_0400_PP,Messidor,train
698.3514444552973,95.53918207908163,49.838520127399136,20051216_43913_0200_PP,Messidor,train
395.56407872700083,92.22482860331633,47.2998988060994,4927945ecfed,APTOS,train
454.5135953931797,99.80315290178571,30.010345374626453,698d6e422a80,APTOS,train
326.8541464894973,96.1920240752551,47.656372082487266,12ef75375322,APTOS,train
320.778631267921,81.97257653061224,42.49642942152113,6c00dd8bf708,APTOS,train
747.2757875056428,94.7778619260204,49.31205422596753,20060523_49515_0100_PP,Messidor,train
610.5074374919035,106.27686543367346,39.751134051125064,0af296d2f04a,APTOS,train
268.49687506704714,64.96629862882654,34.140864269984576,0e94cd271c00,APTOS,train
264.4065497703028,67.40025111607143,24.518513428308303,0097f532ac9f,APTOS,train
475.6002823628271,82.23620854591837,42.11831544992228,20051201_38137_0400_PP,Messidor,train
399.4947041960767,87.62918526785714,44.00682558382322,1509d097b69a,APTOS,train
349.8363935922593,93.47225765306122,48.680925394477626,20060410_44623_0200_PP,Messidor,train
338.2359923835795,71.50954639668367,37.05376114067076,20051205_59538_0400_PP,Messidor,train
389.03269069247426,84.39574697066327,41.63460319976392,5de4615a5161,APTOS,train
346.5246887647923,90.46390704719387,44.22899517942863,3abac0961bfd,APTOS,train
390.51936490592334,83.65754544005102,44.98239553502596,20051110_35332_0400_PP,Messidor,train
134.83497570654293,56.38749601403061,30.10396026851017,27f82ada84ac,APTOS,train
357.2896333970114,91.86700813137755,44.95410729067935,a2163f0c2af5,APTOS,train
518.492484871222,85.31945551658163,44.972763699812816,20060407_45932_0200_PP,Messidor,train
385.96685033319187,83.49412069515306,43.66563436929034,fa9f1bc03f21,APTOS,train
488.3625281293011,86.39032605229592,45.75408825973682,20051205_59715_0400_PP,Messidor,train
447.6804411986231,91.11521444515306,45.2649083608491,e9ce5bf645ab,APTOS,train
175.04016148234743,68.09771603954081,33.86571006379995,IM000938,Messidor,train
613.3592994226013,96.02499202806122,42.54717675803714,IDRiD_144_train,IDRiD,train
356.4134837364664,61.60704320790816,32.31067829770466,bfefa7344e7d,APTOS,train
596.9254509585443,109.9832987882653,48.56917791290947,IDRiD_162_train,IDRiD,train
299.8134332201671,84.08482142857143,46.5691820383466,1002b5151b8e,APTOS,train
406.19788643043773,83.59476642219387,41.470246170908304,f71bea807c96,APTOS,train
317.3070939511669,64.51213727678571,33.25297663916847,0b2ea8f268cf,APTOS,train
330.3770627137375,73.94341916454081,37.93261733086076,IM001328,Messidor,train
626.4756725486842,93.5621412627551,48.6620875960255,20060410_41901_0200_PP,Messidor,train
450.1478860673186,83.22265625,44.46149107422991,IM002697,Messidor,train
344.76035495322725,89.55329241071429,45.78522491278566,20051116_43585_0400_PP,Messidor,train
245.23768863574708,71.60859773596938,37.12987739246793,0b64a0a06f9a,APTOS,train
482.52487854836437,99.96518255739795,36.77946867866951,0a61bddab956,APTOS,train
752.0251541483259,103.08422353316327,53.70492890952445,20060407_40957_0200_PP,Messidor,train
265.12075974553,78.75633769132654,41.06706182740573,20060523_49191_0100_PP,Messidor,train
242.89451532351973,109.03103077168367,45.8317683948828,IDRiD_095_train,IDRiD,train
172.96712362622284,59.82469706632653,31.684206029796425,441848e0f308,APTOS,train
126.32585390623983,63.31407445790816,36.26527967378438,dd3176bacfe2,APTOS,train
490.9569476094658,66.65852200255102,41.68891582957172,20051021_51476_0100_PP,Messidor,train
391.72702932615965,74.46747448979592,39.17305602943908,IM000107,Messidor,train
293.5780284103876,74.66424186862245,37.71508748121545,20051205_59337_0400_PP,Messidor,train
401.2504879698461,114.60427295918367,49.84492022566637,IDRiD_061_train,IDRiD,train
730.6054589626242,87.53228635204081,56.086454015045184,IM003412,Messidor,train
448.95673303274447,78.73798230229592,41.666690855646536,IM003688,Messidor,train
291.79337472172887,61.376395089285715,32.7797003833387,cd563556cb57,APTOS,train
290.9512113084996,73.29484215561224,38.101643717940654,IM000449,Messidor,train
597.919390730836,78.48848054846938,41.51736591053405,d67374d3fa2a,APTOS,train
167.22522973239745,69.11541374362245,28.74162361304518,IDRiD_086_train,IDRiD,train
347.80209464820314,92.01640226403062,47.79352520913256,20051116_43388_0400_PP,Messidor,train
418.0705044518804,86.1069036989796,43.879144433070095,266fbefa58fb,APTOS,train
351.7569205376666,79.9891581632653,41.066813138873435,IM000992,Messidor,train
405.0201440149424,96.38175621811224,49.28255814081634,847b04287c9c,APTOS,train
233.34860987665257,76.42101801658163,39.124115434473005,IM000896,Messidor,train
242.0983426031695,96.98264110331633,39.37443256606466,IDRiD_361_train,IDRiD,train
786.5479069220825,92.69991629464286,49.77488157785945,20060523_50019_0100_PP,Messidor,train
921.9170790739429,105.97072305484694,46.11707534002867,IDRiD_262_train,IDRiD,train
319.5981384108137,105.05769690688776,42.11507908279223,IDRiD_351_train,IDRiD,train
373.6849958998916,80.00117586096938,41.7410587592189,IM000805,Messidor,train
349.6057767089532,90.64839764030613,46.13384585012954,ba4e62c11cc0,APTOS,train
550.5934099962392,103.13560267857143,53.64974991965596,20060411_62298_0200_PP,Messidor,train
396.8298457982589,89.35851801658163,44.13714630264654,90bde2ff8953,APTOS,train
244.14096199577423,67.82264429209184,26.4755798417466,094858f005ab,APTOS,train
255.70562603969168,88.65234375,42.619172718608354,d9ad2a0ec026,APTOS,train
379.10669684896664,90.14122289540816,45.013438968715114,d5c63a8d9e94,APTOS,train
319.75849017795053,86.87017697704081,45.5455373536442,20051202_48421_0400_PP,Messidor,train
277.027990396,72.2954400510204,40.93957688606376,2b10f138e67d,APTOS,train
565.8214228708315,91.82700892857143,47.32334447719828,f35d80bb1a22,APTOS,train
386.65476797462156,89.42045998086735,44.45400379448229,3f98be586fe3,APTOS,train
449.8246028789726,84.10140306122449,43.52818588893201,20051201_38103_0400_PP,Messidor,train
291.0467770269442,76.90148676658163,41.34994416002244,IM003949,Messidor,train
359.68335204976444,82.49123086734694,42.60234108019214,IM001926,Messidor,train
445.9208000112405,90.04834980867346,34.28366713549961,12ce6a1a1f31,APTOS,train
609.9257097125103,128.96420599489795,68.21012949455674,20060410_44770_0200_PP,Messidor,train
319.10776492765876,64.61497528698979,36.58308734547631,20051116_43710_0400_PP,Messidor,train
451.87637293353674,79.13691804846938,41.176796462384445,20051130_60186_0400_PP,Messidor,train
206.20598883789708,78.95784837372449,31.95298391369931,11242a67122d,APTOS,train
123.02636718749999,51.955935108418366,25.92904858796233,IDRiD_030_train,IDRiD,train
332.2280552139982,87.6996771364796,43.788190655011505,6504b703c429,APTOS,train
320.0092733383973,76.62165178571429,38.78607331721713,IM000249,Messidor,train
552.6943802803767,91.91296635841837,48.98173982554963,20051216_47383_0200_PP,Messidor,train
281.6250617814928,91.87069515306122,45.968054592419506,IM000473,Messidor,train
415.53713340989657,74.54573899872449,37.92979757111594,IM001440,Messidor,train
320.9745369704254,69.23475366709184,35.57994931557232,IM001301,Messidor,train
390.50717442991936,109.14102359693878,54.91886991499838,20060411_58571_0200_PP,Messidor,train
368.30402325014927,78.61581234056122,32.96301515024287,0e0fc1d9810c,APTOS,train
471.98155918304053,90.13588169642857,45.7973548496892,7a9f45fdf29b,APTOS,train
352.69031971109655,84.46721540178571,40.793210935901286,5d6239c0fd39,APTOS,train
163.23914481579683,73.56660554846938,38.16228662516329,IM000379,Messidor,train
666.8850416650578,102.56975446428571,53.33215946767608,20060407_41330_0200_PP,Messidor,train
420.5305346036543,81.28946109693878,40.901065503721114,8e67f2d7e0ee,APTOS,train
387.0361027616305,78.19535235969387,39.563275564103314,IM000860,Messidor,train
925.8509032882188,86.58972417091837,50.35838161426405,20060530_55451_0100_PP,Messidor,train
437.9111336005424,93.33286830357143,47.15538389475114,20060530_54653_0100_PP,Messidor,train
527.4999461267353,89.58207110969387,45.98652155624687,a673193cd5a9,APTOS,train
613.3383741140464,80.00546077806122,43.0216954659697,IM001160,Messidor,train
517.504082215026,87.65796396683673,45.93853123790415,8010c931321f,APTOS,train
304.48555263406485,78.29707429846938,39.44571512061221,IM000248,Messidor,train
249.17161731012956,83.03132971938776,30.59355188151164,03ff7d159f10,APTOS,train
334.0497356384608,74.26749840561224,39.07806007346765,IM001453,Messidor,train
179.8283468466508,56.360770089285715,33.5466662035708,099021fac3c9,APTOS,train
504.61047984659047,77.63081951530613,41.050616645879586,IM003019,Messidor,train
500.53138400494475,96.95938297193878,48.589893012185186,ff1e940105f9,APTOS,train
365.9413529427436,74.6922831632653,39.533221156601414,IM002455,Messidor,train
406.9971871012601,74.59510522959184,42.72845778714407,8ee50c26fc13,APTOS,train
700.5603131822921,90.45149075255102,46.27882055189329,eae70f527755,APTOS,train
489.389451757365,67.69323979591837,36.56878934517918,20051020_53178_0100_PP,Messidor,train
347.9919484431224,87.08061623086735,43.49467700948934,8d13c46e7d75,APTOS,train
297.4263300262159,71.4559550382653,36.487926702597136,IM002285,Messidor,train
789.2861882547,89.51472815688776,47.46810008907128,20060522_43758_0100_PP,Messidor,train
221.28320172010785,75.65840242346938,38.923527026529776,IM004291,Messidor,train
306.5264409060083,86.26502710459184,42.06864580199158,20051205_59651_0400_PP,Messidor,train
506.3199088427486,98.63630022321429,51.429436346190954,99240ee00485,APTOS,train
158.63505663984967,62.976781728316325,30.111170622800113,7131bf4c9e6f,APTOS,train
504.7701490498344,87.90730628188776,36.79420191867913,0ceb222f6629,APTOS,train
